Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,32,Argentina,5412,Yield,113,Rice,2019,kg/ha,6491.9,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,113,Rice,2020,ha,185300,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5412,Yield,113,Rice,2020,kg/ha,6599.6,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,113,Rice,2021,ha,199993,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5412,Yield,113,Rice,2021,kg/ha,7266.2,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,113,Rice,2022,ha,186070,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5412,Yield,113,Rice,2022,kg/ha,6569.7,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,113,Rice,2023,ha,173002,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5412,Yield,113,Rice,2023,kg/ha,6723.7,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1802,Sugar cane,2019,ha,416018,I,Imputed value,
QCL,Crops and livestock products,32,Argentina,5412,Yield,1802,Sugar cane,2019,kg/ha,43870.8,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1802,Sugar cane,2020,ha,443573,I,Imputed value,
QCL,Crops and livestock products,32,Argentina,5412,Yield,1802,Sugar cane,2020,kg/ha,39452.3,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1802,Sugar cane,2021,ha,458965,I,Imputed value,
QCL,Crops and livestock products,32,Argentina,5412,Yield,1802,Sugar cane,2021,kg/ha,36015.8,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1802,Sugar cane,2022,ha,468328,I,Imputed value,
QCL,Crops and livestock products,32,Argentina,5412,Yield,1802,Sugar cane,2022,kg/ha,33096.4,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,1802,Sugar cane,2023,ha,509289,I,Imputed value,
QCL,Crops and livestock products,32,Argentina,5412,Yield,1802,Sugar cane,2023,kg/ha,30309.6,E,Estimated value,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,111,Wheat,2019,ha,6050953,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5412,Yield,111,Wheat,2019,kg/ha,3216,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,111,Wheat,2020,ha,6729838,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5412,Yield,111,Wheat,2020,kg/ha,2938.7,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,111,Wheat,2021,ha,6394102,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5412,Yield,111,Wheat,2021,kg/ha,2759.5,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,111,Wheat,2022,ha,6548477,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5412,Yield,111,Wheat,2022,kg/ha,3382.5,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5312,Area harvested,111,Wheat,2023,ha,5488728,A,Official figure,
QCL,Crops and livestock products,32,Argentina,5412,Yield,111,Wheat,2023,kg/ha,2287.6,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,115,Barley,2019,ha,49722,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,115,Barley,2019,kg/ha,1374.3,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,115,Barley,2020,ha,50071,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,115,Barley,2020,kg/ha,1797.2,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,115,Barley,2021,ha,47859,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,115,Barley,2021,kg/ha,783.8,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,115,Barley,2022,ha,41891,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,115,Barley,2022,kg/ha,1800.6,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,115,Barley,2023,ha,39848,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,115,Barley,2023,kg/ha,2099.2,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1701,"Beans, dry",2019,ha,1236,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,1701,"Beans, dry",2019,kg/ha,2209.5,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1701,"Beans, dry",2020,ha,1222,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,1701,"Beans, dry",2020,kg/ha,2305.6,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1701,"Beans, dry",2021,ha,1095,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,1701,"Beans, dry",2021,kg/ha,2479.5,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1701,"Beans, dry",2022,ha,1000,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,1701,"Beans, dry",2022,kg/ha,2160.8,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,1701,"Beans, dry",2023,ha,940,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,1701,"Beans, dry",2023,kg/ha,2288.2,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,112,Maize (corn),2019,ha,1137,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,112,Maize (corn),2019,kg/ha,4184.7,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,112,Maize (corn),2020,ha,1242,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,112,Maize (corn),2020,kg/ha,5206.8,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,112,Maize (corn),2021,ha,1170,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,112,Maize (corn),2021,kg/ha,5377.7,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,112,Maize (corn),2022,ha,998,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,112,Maize (corn),2022,kg/ha,5164.4,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,112,Maize (corn),2023,ha,837,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,112,Maize (corn),2023,kg/ha,7748.9,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,113,Rice,2019,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,113,Rice,2020,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,113,Rice,2021,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,113,Rice,2022,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,113,Rice,2023,ha,,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,111,Wheat,2019,ha,57563,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,111,Wheat,2019,kg/ha,1956.5,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,111,Wheat,2020,ha,58572,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,111,Wheat,2020,kg/ha,2252.8,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,111,Wheat,2021,ha,57952,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,111,Wheat,2021,kg/ha,1676.6,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,111,Wheat,2022,ha,56555,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,111,Wheat,2022,kg/ha,2450.9,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5312,Area harvested,111,Wheat,2023,ha,70398,A,Official figure,
QCL,Crops and livestock products,51,Armenia,5412,Yield,111,Wheat,2023,kg/ha,2526.5,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,115,Barley,2019,ha,4436588,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,115,Barley,2019,kg/ha,1987.8,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,115,Barley,2020,ha,5040903,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,115,Barley,2020,kg/ha,2009,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,115,Barley,2021,ha,5491009,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,115,Barley,2021,kg/ha,2667.7,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,115,Barley,2022,ha,5094527,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,115,Barley,2022,kg/ha,2822.1,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,115,Barley,2023,ha,3807695,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,115,Barley,2023,kg/ha,3543.2,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1701,"Beans, dry",2019,ha,89824,I,Imputed value,
QCL,Crops and livestock products,36,Australia,5412,Yield,1701,"Beans, dry",2019,kg/ha,1426.8,E,Estimated value,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1701,"Beans, dry",2020,ha,98098,I,Imputed value,
QCL,Crops and livestock products,36,Australia,5412,Yield,1701,"Beans, dry",2020,kg/ha,1588.2,E,Estimated value,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1701,"Beans, dry",2021,ha,116000,E,Estimated value,
QCL,Crops and livestock products,36,Australia,5412,Yield,1701,"Beans, dry",2021,kg/ha,2215.5,E,Estimated value,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1701,"Beans, dry",2022,ha,116713,I,Imputed value,
QCL,Crops and livestock products,36,Australia,5412,Yield,1701,"Beans, dry",2022,kg/ha,1843.2,E,Estimated value,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1701,"Beans, dry",2023,ha,121770,I,Imputed value,
QCL,Crops and livestock products,36,Australia,5412,Yield,1701,"Beans, dry",2023,kg/ha,1487.8,E,Estimated value,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,112,Maize (corn),2019,ha,58949,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,112,Maize (corn),2019,kg/ha,5550.7,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,112,Maize (corn),2020,ha,37730,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,112,Maize (corn),2020,kg/ha,7091.2,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,112,Maize (corn),2021,ha,45742,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,112,Maize (corn),2021,kg/ha,6682.2,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,112,Maize (corn),2022,ha,52600,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,112,Maize (corn),2022,kg/ha,8174.9,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,112,Maize (corn),2023,ha,77738,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,112,Maize (corn),2023,kg/ha,4971.9,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,113,Rice,2019,ha,7620,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,113,Rice,2019,kg/ha,8771,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,113,Rice,2020,ha,5007,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,113,Rice,2020,kg/ha,10030.8,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,113,Rice,2021,ha,45084,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,113,Rice,2021,kg/ha,9382,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,113,Rice,2022,ha,62549,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,113,Rice,2022,kg/ha,11054.5,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,113,Rice,2023,ha,52188,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,113,Rice,2023,kg/ha,9516.2,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1802,Sugar cane,2019,ha,395399,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,1802,Sugar cane,2019,kg/ha,81981.4,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1802,Sugar cane,2020,ha,366426,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,1802,Sugar cane,2020,kg/ha,82645.5,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1802,Sugar cane,2021,ha,362320,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,1802,Sugar cane,2021,kg/ha,85928.2,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1802,Sugar cane,2022,ha,336003,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,1802,Sugar cane,2022,kg/ha,85324.5,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,1802,Sugar cane,2023,ha,330456,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,1802,Sugar cane,2023,kg/ha,98619.5,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,111,Wheat,2019,ha,10402271,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,111,Wheat,2019,kg/ha,1691.7,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,111,Wheat,2020,ha,9863184,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,111,Wheat,2020,kg/ha,1468.1,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,111,Wheat,2021,ha,12643216,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,111,Wheat,2021,kg/ha,2524.9,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,111,Wheat,2022,ha,12728252,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,111,Wheat,2022,kg/ha,2847,A,Official figure,
QCL,Crops and livestock products,36,Australia,5312,Area harvested,111,Wheat,2023,ha,12925286,A,Official figure,
QCL,Crops and livestock products,36,Australia,5412,Yield,111,Wheat,2023,kg/ha,3187.5,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,115,Barley,2019,ha,137240,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,115,Barley,2019,kg/ha,6034.2,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,115,Barley,2020,ha,134800,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,115,Barley,2020,kg/ha,6415.9,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,115,Barley,2021,ha,123620,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,115,Barley,2021,kg/ha,6006.6,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,115,Barley,2022,ha,122550,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,115,Barley,2022,kg/ha,6259.6,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,115,Barley,2023,ha,122710,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,115,Barley,2023,kg/ha,6292.2,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,112,Maize (corn),2019,ha,220690,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,112,Maize (corn),2019,kg/ha,10416.8,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,112,Maize (corn),2020,ha,212600,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,112,Maize (corn),2020,kg/ha,11344.9,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,112,Maize (corn),2021,ha,218200,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,112,Maize (corn),2021,kg/ha,11159,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,112,Maize (corn),2022,ha,215330,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,112,Maize (corn),2022,kg/ha,9817.3,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,112,Maize (corn),2023,ha,212000,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,112,Maize (corn),2023,kg/ha,9929.5,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,111,Wheat,2019,ha,278340,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,111,Wheat,2019,kg/ha,5737.2,A,Official figure,
QCL,Crops and livestock products,40,Austria,5312,Area harvested,111,Wheat,2020,ha,279020,A,Official figure,
QCL,Crops and livestock products,40,Austria,5412,Yield,111,Wheat,2020,kg/ha,5923.4,A,Official figure,
